screen_name profile_duration default_profile default_profile_image description_not_null favourites_count followers_count friends_count geo_enabled listed_count location_not_null profile_use_background_image protected statuses_count url_not_null verified class
_bibianadiniz 855.619976852 0 0 1 12 869 168 0 2 1 1 0 6141 1 0 1
SamKeys601 1261.037546296 0 0 1 1 240 1724 1 1 1 1 0 522 1 0 1
lzz001 609.865046296 1 0 1 0 74 361 0 1 1 1 0 21 0 0 1
Cait_marr 48.703518519 0 0 1 0 21 28 0 0 1 1 0 81 0 0 1
KeithBeasley 1189.016689815 0 0 1 0 340 609 0 9 1 1 0 3645 1 0 1
boccolini1 468.42443287 0 0 1 446 41950 469 0 217 1 1 0 17213 0 0 0
FcMusasDoLRDS 554.516215278 0 0 1 3 635 1535 0 0 1 1 0 3692 0 0 0
uuls_prasetya 49.111261574 0 0 1 0 37 186 0 0 1 1 0 5 0 0 1
JeroendeLange 1103.091770833 1 0 1 5 1547 255 1 99 1 1 0 449 0 0 0
Luuluuana 0.666736111 1 0 1 0 5 31 0 0 1 1 0 2 0 0 1
some47608747 92.541354167 1 1 1 0 8 176 0 0 1 1 0 6 0 0 1
CharonNakia 647.263738426 0 0 1 8 42 54 1 0 1 1 0 60 0 0 1
hilarybiho 148.977800926 1 0 1 0 15 263 0 0 1 1 0 18 0 0 1
justiceprudence 197.392893519 1 0 1 0 18 140 1 0 1 1 0 137 0 0 1
russdeleonljqhw 137.012361111 1 0 1 0 11 175 0 0 1 1 0 27 0 0 1
NitaVini 266.776875 1 0 1 0 25 272 0 0 1 1 0 9 0 0 1
stonewallrevkah 282.387800926 1 0 1 0 34 462 0 0 1 1 0 16 0 0 1
stefanogabbana 1114.788020833 0 0 1 93 316402 575 0 3046 1 0 0 36192 1 1 0
smalltwee 589.616226852 1 0 1 463 184 386 0 2 1 1 0 8728 0 0 1
cornbeefqueen 386.12318287 0 0 1 861 184 203 1 1 1 1 0 6993 1 0 1
Carma_Chan 770.131319444 0 0 1 60 271 835 0 10 1 1 0 6650 1 0 0
idigmarriage 653.259652778 0 0 1 1 367 986 0 1 1 1 0 1742 1 0 0
MaryamMadinah67 387.168240741 1 0 1 3 9 139 0 0 1 1 0 35 0 0 1
clari_29 827.571898148 0 0 1 3 137 745 0 3 1 1 0 327 0 0 1
tvrijogja 57.040960648 0 0 1 0 36 17 1 0 1 1 0 5 1 0 0
ASTROGaming 1385.997581019 0 0 1 43 75153 4361 0 631 1 1 0 8884 1 1 0
leeefaaa 231.657453704 0 0 1 2 344 1045 0 0 1 1 0 46 0 0 1
DLoidhamer 388.864699074 1 0 1 0 66 304 1 0 1 1 0 75 0 0 1
EAC_SeaMouse 1072.869178241 0 0 1 103 1255 910 0 70 1 1 0 3345 1 0 0
ed_djie 200.092094907 0 0 1 8 40 499 1 0 1 1 0 126 0 0 1
MorganThomas36 256.6890625 1 0 1 0 477 1960 0 0 1 1 0 9 0 0 1
Artpop87745892 38.487384259 0 0 1 0 336 433 0 0 1 1 0 7 0 0 1
newssportstv 1192.151585648 0 0 1 4 786 1351 0 2 1 1 0 132 1 0 0
RezaBassis 624.842199074 0 0 1 8 287 397 1 0 1 1 0 5255 0 0 1
fayebibarrett 423.590891204 0 0 1 0 67 109 0 0 1 1 0 373 0 0 1
ARMANIDEPAUL 1294.61994213 0 0 1 296 6650 5888 0 112 1 1 0 40776 1 0 0
BrielleMissNJ 415.758506944 0 0 1 20 24390 25650 0 258 1 1 0 3907 1 0 0
Loja_ElisCunha 308.275509259 0 0 1 0 8 37 0 0 1 1 0 11 1 0 0
ObeyJaiB 1096.008194444 0 0 1 592 2143 2280 1 0 1 1 0 8625 0 0 1
franciele_lu 68.061215278 1 0 1 9 149 239 0 0 1 1 0 521 0 0 1
trojah 654.081273148 1 0 1 10 139 555 1 0 1 1 0 75 1 0 1
CassanSocial 163.267546296 1 1 1 0 5 75 0 0 1 1 0 3 0 0 0
LoriWildenberg 515.20681713 0 0 1 19 1002 1036 0 27 1 1 0 2730 1 0 0
alftayo 464.767025463 0 0 1 228 1128 264 0 0 1 1 0 3704 1 0 1
mydateishere 889.832291667 1 0 1 1 2027 2227 0 2 1 1 0 241 1 0 0
T_Vindictus 461.034907407 1 0 1 4 92 553 0 0 1 1 0 128 0 0 1
henynovianti 907.397569444 1 0 1 6 9 66 0 0 1 1 0 9 0 0 1
johnhennrich 689.924201389 1 0 1 1 2 19 0 0 1 1 0 25 0 0 1
agilrabbani1 734.687951389 0 0 1 22 388 464 1 0 1 1 0 8260 1 0 1
del1sh 492.240462963 1 0 1 357 327 533 0 3 1 1 0 936 0 0 1
LChaimMusic 762.645451389 1 0 1 31 1155 213 0 7 1 1 0 7085 0 0 0
Kesu_MKB 1260.89681713 0 0 1 64 67 272 0 4 1 1 0 1407 1 0 1
itsSTYLESwife 407.516689815 0 0 1 2 380 592 0 0 1 1 0 627 0 0 1
onpeprensa 620.805266204 0 0 1 33 16319 469 0 214 1 1 0 3923 1 0 0
fabytihara 1124.349212963 1 0 1 0 14 2 0 0 1 1 0 2 0 0 1
kortnimoore2010 1014.348275463 0 0 1 2 40 39 0 0 1 1 0 371 0 0 1
limdarrenj 518.829722222 1 0 1 69 39 102 0 0 1 1 0 41 0 0 1
Jeeffs_ 1223.186076389 0 0 1 3 1376 152 1 130 1 1 0 1728 0 0 1
ShaniSammons 1942.14099537 0 0 1 4688 5212 2873 0 200 1 1 0 10015 1 0 0
simondaniel18 19.35681713 1 0 1 0 129 1423 0 0 1 1 0 267 0 0 1
Tre_UGotEmMad 1273.646967593 0 0 1 0 157 194 0 0 1 1 0 604 1 0 1
RxFreedom2T 961.715694444 0 0 1 2 38642 1210 0 54 1 1 0 1623 1 0 0
ideasurge 1362.533472222 0 0 1 11 7571 6760 0 439 1 1 0 25592 1 0 0
Leeh_Balduino 265.651944444 0 0 1 0 196 614 0 0 1 1 0 61 0 0 1
rainbowponysith 247.495486111 1 0 1 5 12 92 0 0 1 1 0 65 0 0 1
Lia_Carina2 372.926689815 1 0 1 188 118 102 0 2 1 1 0 2372 0 0 0
NiiNii_dhABoSs 888.324224537 0 0 1 0 1050 1957 0 19 1 1 0 1835 1 0 1
RE_Band 614.133622685 0 0 1 0 305 142 1 4 1 1 0 1789 1 0 0
MissShestitko 384.944537037 0 0 1 1 17 28 0 0 1 1 0 139 0 0 1
Carlitaslade 1330.871030093 0 0 1 3 306 1170 1 1 1 1 0 1806 1 0 1
tvclubePB 586.376215278 0 0 1 3 2677 262 1 25 1 1 0 2752 0 0 0
TheSuperNews 27.689398148 1 0 1 0 486 1146 0 0 1 1 0 10 0 0 0
anne_gv 1128.951875 0 0 1 1 561 1029 0 14 1 1 0 1045 0 0 1
vitoria82181965 35.914710648 0 0 1 3 95 389 0 0 1 1 0 22 1 0 1
Justinatx68 309.694351852 0 0 1 0 6 75 0 0 1 1 0 3 0 0 1
LStevivos2 261.485752315 0 0 1 0 65 121 0 0 1 1 0 832 0 0 0
MyNameIsDIO 248.831516204 0 0 1 0 515 1776 0 0 1 1 0 1280 1 0 1
Piiimeeenta 839.356168981 1 1 1 0 218 1331 0 0 1 1 0 333 0 0 0
WeAreWendyhouse 91.5115625 0 0 1 3 472 486 0 1 1 1 0 100 1 0 0
Compartel_ 928.591215278 0 0 1 0 4127 1528 0 98 1 1 0 2436 1 0 0
Larryamarks 1291.174131944 1 0 1 1 8 53 0 0 1 1 0 18 0 0 1
Soppywoppy 334.763761574 1 0 1 1 90 55 0 0 1 1 0 225 0 0 1
CCURTGO 1304.998449074 0 0 1 32 70754 47996 1 166 1 1 0 11513 1 0 0
ellevarner 1338.013773148 0 0 1 101 101675 700 0 575 1 1 0 19132 1 1 0
KuirAguer 18.194270833 1 0 1 0 6 73 0 0 1 1 0 3 0 0 1
marlporo5 433.694803241 0 0 1 1 139 236 0 6 1 1 0 569 0 0 1
edmondscommerce 1370.276956019 0 0 1 2 298 436 0 12 1 0 0 946 1 0 0
FGV 1572.03037037 0 0 1 1 32291 581 1 728 1 1 0 6610 1 0 0
marketingnaweb 1172.675300926 0 0 1 1 4267 1983 0 190 1 1 0 10671 1 0 0
PetiteImochan 615.793726852 0 0 1 0 58 153 0 0 1 1 0 1132 1 0 1
x_Gabriellys22 180.49494213 0 0 1 0 132 2006 0 0 1 1 0 161 0 0 0
vih_almeida1D 151.515324074 0 0 1 0 477 510 1 0 1 1 0 774 0 0 1
janenemgjh 146.102407407 1 0 1 0 14 192 0 0 1 1 0 22 0 0 1
ficlarence 454.454444444 1 0 1 1 162 2001 0 0 1 1 0 1013 0 0 1
BonnieGilkison 242.913761574 0 1 1 1 4 142 0 0 1 1 0 4 0 0 1
ItsDeanBlundell 1171.548414352 1 0 1 15 47648 212 0 292 1 1 0 2966 0 0 0
TrophyHunting 1015.259756944 1 0 1 0 1859 1503 0 49 1 1 0 2 0 0 0
_wilmaaa 502.045324074 0 0 1 24 784 996 0 0 1 1 0 6625 0 0 1
FlySumma 839.092581019 0 0 1 21 11194 8653 0 12 1 1 0 11571 1 0 0
phutrieganesa 211.777939815 0 0 1 1 46 123 1 0 1 1 0 34 0 0 1
wavyshegotjuice 1108.541701389 0 0 1 168 797 833 0 8 1 1 0 24441 0 0 1
CheapestTours 765.579363426 0 0 1 0 505 1514 0 11 1 1 0 56 1 0 0
JulCorley 243.541273148 1 0 1 1 4 41 1 0 1 1 0 8 0 0 1
CourtRitchie53 316.151377315 0 0 1 33 276 500 0 0 1 1 0 763 0 0 1
i_diaz 1175.462708333 0 0 1 8 127 155 1 0 1 1 0 2816 0 0 1
MaestroCrush 124.897384259 0 0 1 3 709 1971 0 0 1 1 0 86 0 0 1
JeanGiardina 399.641886574 0 0 1 436 390 1183 0 12 1 1 0 980 1 0 1
bihm_edu 178.737152778 0 0 1 0 359 690 1 0 1 1 0 10 1 0 0
Thabiso_TK 973.749201389 1 0 1 2 244 586 0 2 1 1 0 1204 1 0 1
AjayMaxwell_1D 87.910520833 0 0 1 77 620 1621 0 0 1 1 0 789 1 0 1
thestlcardsfan4 1278.190833333 0 0 1 41 283 199 0 18 1 1 0 7597 0 0 1
speechwriterguy 721.526527778 0 0 1 86 10817 9224 0 357 1 1 0 7028 1 0 0
MercadoDDivisas 610.12744213 0 0 1 0 18 3 0 0 1 1 0 34 0 0 0
mgem83 1265.106678241 1 1 1 0 15 45 0 0 1 1 0 11 0 0 0
saraquemasda97 261.639375 0 0 1 0 208 149 0 0 1 1 0 687 0 0 1
TheRudyReport 1338.154826389 0 0 1 2 84896 87740 0 676 1 1 0 4539 1 0 0
laurencelowe 928.782685185 1 0 1 4 296 166 0 8 1 1 0 124 0 0 1
maryknudson 1404.743136574 0 0 1 731 2370 615 0 394 1 1 0 7056 0 0 0
IW_Halloween 403.903541667 0 0 1 0 233 812 0 1 1 1 0 62 1 0 0
ICE_EDGE_PUNJAB 323.678831019 0 0 1 0 278 1933 0 0 1 1 0 82 1 0 0
lifomag 1206.323148148 0 0 1 227 34317 1428 0 634 1 1 0 26138 1 0 0
RedMojoMama 1004.148240741 0 0 1 13 18209 17689 0 670 1 1 0 27951 1 0 0
PatrickUtama 417.135706019 0 0 1 48 796 324 0 0 1 1 0 4412 0 0 1
keepinitcomin 1065.543564815 0 0 1 0 73 178 0 0 1 1 0 25 0 0 1
ThatGoodMcLovin 576.732673611 0 0 1 42 37250 26056 0 99 1 1 0 23158 0 0 0
SMUCKER_UP 835.0290625 0 0 1 72 824 553 1 6 1 1 0 27669 0 0 1
AAKnopf 1417.077916667 0 0 1 28 170236 2758 0 3047 1 1 0 6190 1 1 0
wilderz 1406.704050926 0 0 1 0 35 24 0 2 1 1 0 101 1 0 1
jtq1 1281.495752315 0 0 1 394 14 150 0 0 1 1 0 308 0 0 1
didimach 716.976840278 0 0 1 40 112 181 1 10 1 1 0 5316 1 0 1
Emina__C 974.422280093 0 0 1 2 5951 55 1 43 1 1 0 1564 1 0 0
Love_TCG 433.224421296 1 0 1 27 88 245 0 2 1 1 0 42 0 0 1
kuple_orasi 378.471122685 0 0 1 1 67 1020 1 0 1 1 0 23 0 0 1
e_balk 702.668564815 1 0 1 5 1370 1672 0 0 1 1 0 1342 0 0 1
shinangzeung 945.628263889 0 0 1 325 195 204 0 17 1 1 0 330 1 0 1
khemos_girl 642.424803241 0 0 1 279 140 368 0 0 1 1 0 2107 0 0 1
nellypola2 153.079039352 1 1 1 0 2 21 0 0 1 1 0 1 0 0 1
jwtidwelljr 875.884733796 0 0 1 1 67 350 1 2 1 1 0 238 1 0 1
Amaleyyy 1085.991944444 0 0 1 8 265 335 0 2 1 1 0 2011 0 0 1
coollike 1670.451157407 1 0 1 1 481583 167 0 5258 1 1 0 3075 1 1 0
NoovaPeeR 362.913287037 0 0 1 55 601 332 1 1 1 1 0 17966 0 0 1
jessicaglanz 1278.764340278 0 0 1 0 37 319 0 0 1 1 0 445 0 0 1
JoshHarrison_ 483.534340278 0 0 1 0 31 87 1 0 1 1 0 201 0 0 1
kimfoerst 95.281585648 0 0 1 3 45 168 0 0 1 1 0 75 1 0 1
markwhiteart 482.565046296 0 0 1 11 5500 6051 0 145 1 1 0 1147 1 0 0
JayYbarra 1128.634861111 0 0 1 5 25 109 0 0 1 1 0 971 1 0 1
Teresa_Giudice 1082.458356481 0 0 1 103 600097 59318 0 4321 1 1 0 13463 1 1 0
JustAphase25 1265.651550926 0 0 1 0 21 11 0 0 1 1 0 16 0 0 1
OhioFoodbanks 792.816099537 0 0 1 4 863 1244 0 42 1 1 0 2486 1 0 0
jroblol 165.406354167 1 0 1 1 25 105 0 0 1 1 0 142 0 0 1
AllThingsHwood 678.692152778 0 0 1 1 7357 2865 0 13 1 1 0 99 1 0 0
MateoPedretti 56.209849537 0 1 1 0 18 488 0 0 1 1 0 59 0 0 1
Mikey_021 307.239537037 0 0 1 0 498 1969 0 0 1 1 0 85 0 0 1
osufan77 1434.026782407 0 0 1 44 95 1264 1 1 1 1 0 962 1 0 1
PartyWith1D2 220.509293981 0 0 1 21 398 1255 0 1 1 1 0 2997 0 0 0
amandaberzins 328.678344907 1 0 1 3 109 155 0 0 1 1 0 168 0 0 1
yershovinka 822.104814815 1 1 1 0 9 48 0 0 1 1 0 5 0 0 1
OfficialTeamJig 280.594710648 0 0 1 2 430 11 0 3 1 1 0 283 0 0 0
job134 1145.624166667 1 0 1 8 61 339 0 0 1 1 0 76 0 0 1
IhorrannaMoura 255.371550926 1 0 1 0 442 1370 0 0 1 1 0 144 1 0 1
highGoobers14 983.072789352 1 0 1 0 42 284 0 0 1 1 0 0 0 0 1
_MysteryHunters 748.465196759 0 0 1 6 1230 412 0 14 1 1 0 6472 1 0 0
MNurllah 31.526967593 1 0 1 0 4 76 0 0 1 1 0 3 0 0 1
cjacket13 1430.018229167 1 0 1 131 224 1177 1 1 1 1 0 6766 0 0 1
rubimar57485811 18.393460648 0 0 1 0 4 260 0 0 1 1 0 2 0 0 1
Rm_Cimpago_Baru 270.759895833 0 0 1 0 28 116 0 0 1 1 0 744 0 0 0
Dan26asu 1295.93900463 0 0 1 233 3038 1238 1 39 1 1 0 51663 1 0 0
gustionotegar 1063.769201389 0 0 1 2 114 168 0 0 1 1 0 1139 0 0 1
focuztours 130.68994213 0 0 1 0 324 205 0 0 1 1 0 213 0 0 0
clint_nfpb 79.895266204 1 1 1 0 3 82 0 0 1 1 0 17 0 0 1
giosuelucas 5.193414352 0 0 1 11 138 1460 0 2 1 1 0 20 1 0 1
J_Ag 1598.275659722 0 0 1 2085 496 1261 0 21 1 1 0 34615 0 0 1
eeUS 1664.79380787 0 0 1 21218 4431 4836 0 118 1 1 0 23286 1 0 0
DaveAlexander3 600.476875 0 0 1 1451 175 625 0 1 1 1 0 1162 0 0 1
Truk__YoGirl 302.50662037 0 0 1 70 8307 7495 0 3 1 1 0 12727 0 0 1
TheRealWarmoth 1351.354131944 0 0 1 1 2688 23 0 89 1 1 0 187 1 0 0
sophie_es 431.057152778 0 0 1 21 80 69 1 4 1 1 0 1084 0 0 1
WSMV_TomRandles 288.794467593 1 0 1 0 201 41 0 4 1 1 0 122 0 0 1
BrazilizArt 544.492696759 0 0 1 41 25138 24414 1 438 1 1 0 5707 1 0 0
NisforNancy 1126.252048611 0 0 1 34 479 1809 1 1 1 1 0 5695 1 0 1
CaleyEmily 101.695150463 0 0 1 24 315 890 0 0 1 1 0 227 1 0 1
hikaru1412 1200.906064815 0 0 1 173 197 709 1 3 1 1 0 6108 1 0 1
prensaideas 620.836354167 0 0 1 27 200780 426 1 528 1 0 0 12440 1 0 0
worldoft20 1279.044756944 1 1 1 0 630 1049 0 9 1 1 0 1079 1 0 0
clarissebr 1133.887962963 0 0 1 3 217 210 0 1 1 1 0 1500 0 0 1
Vinimv9 30.266736111 1 1 1 0 480 1491 0 0 1 1 0 16 0 0 0
djlethal 1385.780173611 0 0 1 66 42416 9672 1 834 1 1 0 6111 1 1 0
GrapeExp_Cindy 1322.206655093 0 0 1 71 1089 1141 0 43 1 1 0 3531 1 0 0
NickOKwayo 348.048136574 1 0 1 1 1 17 0 0 1 1 0 5 0 0 1
PrankLab 103.990671296 0 0 1 22 2185 178 0 14 1 1 0 176 0 0 0
misterperturbed 1636.345763889 0 0 1 414 8957 7986 1 615 1 1 0 73423 1 0 1
ncsu_cleslie 570.937685185 0 0 1 5 7366 58 0 78 1 1 0 481 0 0 0
opovoonline 1371.54181713 0 0 1 77 38429 133 0 675 1 1 0 49567 1 0 0
youisha 1174.320439815 0 0 1 37 800 1094 0 24 1 1 0 4855 1 0 1
kbs0292 615.317488426 0 0 1 606 357 332 0 1 1 1 0 2869 0 0 1
Aaliyah_Lomb 625.51625 0 0 1 1446 655 491 0 0 1 1 0 4289 1 0 1
vigarane 283.606597222 1 0 1 0 264 1237 0 0 1 1 0 32 0 0 1
_BloodLips 860.62193287 0 0 1 1 233 507 0 0 1 1 0 2 0 0 1
ManningDebbie 26.218738426 1 1 1 0 1 5 0 0 1 1 0 0 0 0 1
basyeban 1486.757962963 0 0 1 576 334 925 0 2 1 1 0 2741 0 0 1
maviscbrown 1338.956678241 1 1 1 2 61 116 0 0 1 1 0 10 0 0 1
RalphWalkerRink 9.562280093 1 0 1 0 36 363 0 0 1 1 0 4 1 0 0
Fontscom 1308.541597222 0 0 1 170 112850 337 0 2314 1 1 0 3995 1 1 0
TumblrAddict22 208.37787037 1 0 1 0 195 476 0 0 1 1 0 122 0 0 0
deviadika 276.400694444 0 0 1 8 200 534 1 0 1 1 0 445 0 0 1
Fabih_N_B 263.623518519 0 0 1 2 410 1116 0 0 1 1 0 65 0 0 1
ATT 1632.265266204 0 0 1 39 162660 267 0 3492 1 1 0 8147 1 1 0
NZBlackCapSP305 934.873333333 0 0 1 986 1365 1443 0 14 1 1 0 37850 1 0 0
esquinadamusica 1634.521608796 0 0 1 0 13303 12206 0 547 1 1 0 7839 1 0 0
thomaslw 882.002106481 0 0 1 3 146 282 0 1 1 1 0 490 1 0 1
Nellexsq 115.777800926 0 0 1 0 121 743 0 0 1 1 0 30 0 0 0
hajififty7 503.225069444 0 0 1 11 60 457 1 0 1 1 0 464 0 0 1
7_badr55 181.753414352 1 0 1 2 66 182 1 0 1 1 0 32 0 0 1
tremoguima 1094.646493056 0 0 1 0 671 1860 0 0 1 1 0 340 0 0 1
oidoadp 478.55255787 0 1 1 1 170 717 0 2 1 0 0 37 0 0 1
jasonplas 1179.464236111 0 0 1 41 103 490 0 3 1 1 0 767 1 0 1
ResIpsa33 15.273449074 1 1 1 0 0 5 0 0 1 1 0 2 0 0 1
wiewincahcallem 257.170451389 1 0 1 10 6 48 1 0 1 1 0 11 0 0 1
jungilyun1 215.966481481 0 0 1 19 330 996 1 0 1 1 0 74 0 0 1
calvincheer 367.17462963 1 0 1 3 107 186 0 0 1 1 0 40 0 0 1
shamexfftl 1420.255659722 0 0 1 1710 536 1081 1 14 1 1 0 23592 1 0 1
cassiedobert 714.77787037 0 0 1 626 165 156 0 0 1 1 0 1405 0 0 1
No_made_ 712.076134259 0 0 1 69 373 541 0 9 1 1 0 2187 1 0 1
mrvaidya 1617.934201389 1 0 1 2019 511 1346 1 32 1 1 0 14409 1 0 1
AshooFaki 9.664861111 1 0 1 1 1 3 0 0 1 1 0 1 0 0 1
klarissababykay 887.312569444 0 0 1 98 98 91 0 0 1 1 0 389 0 0 1
Brianna866 542.949386574 0 0 1 4554 500 1999 1 1 1 1 0 8685 0 0 1
freenerd 1352.727928241 0 0 1 11 919 251 1 46 1 0 0 3668 1 0 1
ujejumuj 43.285648148 0 0 1 0 182 918 0 0 1 1 0 41 0 0 0
